1	10	10	25																						
	386	589	443	503	383	366	457	471	346	278	463	387	333	507	595	528	407	709	705	411	529	343	743	338	512
1																									
7	36	47	13	39	57	9	23	20	7	19	11	43	2	18	1	14	28	78	7	47	1	47	18	3	25
19	5	25	34	23	40	17	47	24	16	5	8	18	19	39	11	37	59	56	8	58	3	42	55	9	38
25	25	45	2	66	50	46	19	37	16	17	12	48	5	4	37	51	52	80	23	38	20	34	3	4	21
32	13	51	6	11	23	6	8	19	14	41	38	39	15	4	37	9	25	71	31	55	37	44	39	24	2
38	16	63	33	9	48	20	52	11	22	9	42	16	20	29	36	60	30	56	22	38	36	50	5	7	6
42	33	61	46	6	26	8	35	27	26	36	21	46	19	41	26	20	37	67	44	32	56	43	49	27	44
56	21	27	48	56	53	21	23	55	41	35	52	9	37	57	27	47	38	74	22	21	47	6	62	10	2
75	16	18	32	33	34	10	49	59	34	1	18	15	22	46	2	1	12	31	75	11	59	33	40	37	38
85	46	1	58	36	42	5	34	50	33	22	41	15	34	43	73	43	1	71	49	40	53	13	57	43	9
97	37	9	59	59	19	43	37	59	45	37	67	6	38	66	86	22	2	3	88	3	65	4	53	52	6
2																									
10	14	25	17	42	36	25	9	12	7	23	3	34	5	35	27	48	57	64	16	38	1	54	45	1	47
42	16	21	2	18	2	18	31	31	17	47	24	36	24	34	13	59	44	65	20	47	57	46	28	35	38
49	24	71	36	49	55	34	36	18	14	16	41	12	35	29	42	36	37	36	38	22	23	31	26	36	32
50	5	32	43	45	31	34	12	46	30	37	64	3	36	29	45	50	23	18	57	44	55	8	55	8	32
53	19	4	23	17	25	24	30	39	12	6	53	44	20	59	47	7	20	13	22	41	36	48	83	24	3
60	24	33	44	49	23	8	28	47	18	3	51	26	32	47	67	33	3	65	76	13	20	26	36	41	49
63	37	24	38	11	17	30	18	28	32	35	40	14	25	56	67	36	17	67	68	45	46	51	28	48	9
74	33	42	38	64	32	41	23	28	21	34	48	2	32	52	41	21	35	55	62	9	27	42	20	23	11
79	56	18	58	31	18	16	45	56	42	35	18	31	42	40	81	32	11	17	62	1	71	35	84	34	59
94	57	1	49	20	24	43	55	52	44	16	64	6	41	54	77	50	5	6	89	8	67	17	17	48	1
3																									
22	18	49	29	1	49	42	8	33	5	9	13	46	13	1	18	35	54	57	4	8	2	52	31	33	27
25	5	58	34	50	10	25	42	20	9	35	12	33	17	18	42	14	29	54	42	52	10	36	67	11	45
29	28	5	18	16	45	1	49	28	4	39	14	33	7	41	16	45	39	35	21	28	10	22	45	23	53
37	30	52	25	22	26	52	11	23	12	15	48	43	15	8	17	50	13	25	21	53	41	1	24	32	30
37	17	39	22	53	10	26	1	5	21	3	10	30	10	6	60	34	39	57	17	35	32	17	59	7	43
45	29	14	31	34	38	22	51	27	25	18	16	20	12	19	83	3	33	46	61	45	44	23	83	14	26
77	36	54	27	38	44	2	22	51	19	44	49	30	30	29	30	45	24	32	50	10	32	46	84	43	39
78	49	27	21	13	12	53	53	59	39	1	55	6	43	50	58	22	20	36	55	9	69	12	84	49	27
80	56	42	45	42	31	49	29	60	27	17	15	3	30	51	46	58	4	22	38	46	69	40	10	41	12
96	52	19	59	57	17	3	40	54	46	38	69	42	37	57	62	49	8	22	80	2	66	23	51	55	12
4																									
1	1	73	2	48	17	2	25	2	1	21	1	52	11	1	32	3	60	82	1	59	7	52	21	6	39
38	20	19	31	41	19	24	21	11	6	42	49	19	25	14	9	53	47	56	66	35	69	25	44	9	20
39	50	40	14	53	26	23	31	21	31	29	18	45	36	26	10	20	46	47	45	16	19	29	7	14	16
46	26	18	42	32	40	9	19	47	20	42	22	24	5	13	73	35	29	80	58	44	19	1	24	22	38
48	30	64	42	62	8	15	52	41	11	3	19	19	12	32	26	48	49	53	33	45	43	9	31	43	30
51	31	6	55	42	10	38	46	7	24	24	36	27	22	47	38	33	49	85	47	53	63	51	33	15	14
57	50	41	19	34	44	8	36	38	22	12	56	9	34	46	72	21	38	11	65	38	42	7	44	32	53
66	45	26	56	36	26	34	13	34	39	14	46	42	44	40	17	16	4	38	53	16	6	26	8	26	8
67	33	24	42	49	16	45	32	50	40	4	18	41	30	21	44	31	36	19	21	15	51	26	49	44	34
91	41	21	56	25	43	29	48	45	39	16	68	10	26	66	44	53	6	69	73	12	61	16	56	44	52
5																									
3	17	50	25	79	40	2	5	21	2	7	13	45	2	4	10	5	50	79	3	61	12	57	54	1	41
9	33	68	5	65	12	47	34	23	3	39	13	43	2	46	2	15	44	79	7	55	13	31	22	10	50
14	4	23	1	28	10	48	5	6	3	21	10	31	3	6	3	16	54	84	20	12	36	40	67	2	61
15	5	59	2	70	40	42	41	26	5	25	18	47	14	28	18	47	57	79	12	55	13	2	15	6	54
20	14	50	46	8	29	48	46	25	5	38	12	26	20	48	13	13	44	20	11	38	15	23	3	36	21
40	40	51	40	9	39	52	18	21	7	31	17	14	27	58	68	21	47	68	30	35	40	20	64	24	22
40	35	47	3	25	5	14	37	22	6	27	24	10	13	8	41	42	47	46	30	44	47	38	7	4	29
45	41	39	6	57	20	7	36	23	37	46	19	14	24	34	34	46	45	47	36	36	5	40	20	42	40
76	45	26	47	33	42	51	38	42	37	26	29	23	36	33	40	26	44	75	57	24	61	48	17	49	47
76	41	23	53	35	54	43	23	35	35	26	58	43	32	37	68	40	32	1	62	44	24	7	44	16	44
6																									
20	6	59	10	65	29	14	42	22	31	37	21	38	22	23	29	19	57	75	8	48	15	22	62	29	4
29	22	55	44	41	41	40	17	15	13	40	13	25	12	12	27	28	44	15	26	18	48	50	78	24	22
40	20	12	11	80	18	46	53	34	33	28	43	34	25	15	25	50	23	46	12	45	32	39	80	13	20
49	26	59	35	12	33	37	5	43	21	22	42	18	8	19	15	32	38	58	57	49	70	1	52	34	26
54	41	22	29	26	50	8	8	41	21	21	42	3	37	12	17	58	35	49	45	42	23	43	73	46	20
55	49	54	24	30	45	53	15	24	30	18	40	31	6	31	40	16	46	59	31	51	7	3	52	5	46
59	44	17	25	57	30	32	29	38	24	8	18	39	34	28	61	28	3	32	51	20	61	1	10	26	7
64	44	25	59	35	28	19	21	34	39	4	15	14	5	40	72	46	41	35	33	33	65	11	7	55	14
67	41	23	40	67	41	24	11	53	33	20	36	27	32	55	49	54	19	41	70	39	73	1	70	55	4
79	30	12	28	21	40	32	7	48	42	2	36	19	44	64	33	22	19	41	77	16	53	16	41	43	40
7																									
7	2	68	4	11	48	31	42	17	6	47	7	42	1	5	40	45	31	21	2	56	6	57	35	2	28
21	37	43	53	30	5	18	10	27	12	41	10	34	19	28	69	36	52	78	5	39	18	2	29	28	46
24	19	48	9	42	10	1	17	3	20	20	24	37	28	36	25	23	48	51	2	55	25	24	46	43	56
36	33	44	32	28	56	22	5	10	26	12	26	34	28	37	14	30	31	67	54	49	40	41	41	38	57
37	27	54	42	38	5	42	23	40	20	1	35	28	22	21	62	52	46	61	20	21	26	54	74	17	54
65	49	22	39	46	21	22	15	46	37	20	51	9	20	50	52	19	12	48	11	33	68	41	9	22	29
77	50	15	51	52	24	29	9	40	39	32	41	30	28	45	28	52	14	25	66	12	42	9	70	37	8
91	55	4	40	48	24	48	18	44	41	26	66	9	40	54	77	27	2	56	73	12	55	2	54	53	30
93	51	51	25	41	21	14	21	53	42	4	62	27	42	61	85	49	8	7	86	12	58	29	18	50	30
94	47	12	39	77	52	32	38	57	46	24	62	2	43	59	86	18	2	3	88	6	74	4	37	54	47
8																									
1	14	52	6	46	36	14	22	6	4	37	8	17	2	20	1	22	50	79	8	50	11	49	12	8	38
15	20	53	17	44	23	53	13	22	7	11	45	36	2	33	10	20	52	35	32	55	2	50	87	37	29
30	34	61	17	38	20	21	47	26	14	25	7	14	14	32	38	42	31	44	36	54	19	40	43	12	42
40	46	55	40	45	15	4	17	37	2	27	15	33	28	39	30	47	30	57	53	59	45	48	50	1	59
57	30	16	38	49	57	30	49	23	17	36	15	47	26	50	15	47	39	1	61	12	65	3	39	39	60
66	18	13	43	72	16	15	34	43	27	17	63	4	26	12	46	2	53	35	56	13	39	23	1	46	23
79	52	54	57	76	26	31	47	53	42	41	53	7	28	40	34	48	3	76	87	7	32	7	76	48	37
85	51	31	44	54	47	8	18	55	41	43	63	11	30	58	82	2	48	21	56	6	74	11	56	35	25
90	50	8	52	55	50	14	52	42	43	7	68	5	34	44	83	36	4	8	56	11	69	30	29	48	41
97	48	23	53	58	23	41	31	50	46	32	59	1	40	53	82	40	1	26	75	9	68	2	75	42	6
9																									
2	26	70	1	9	29	3	48	1	2	7	5	24	3	1	2	17	59	80	10	58	4	40	55	2	31
16	18	35	6	60	52	43	10	35	10	22	29	29	11	9	39	37	49	67	41	58	40	57	23	28	59
39	34	49	21	41	49	18	52	19	7	8	34	33	21	13	39	36	49	69	40	28	6	19	83	27	13
47	22	24	38	26	17	45	37	37	35	40	48	46	14	36	86	36	39	45	74	34	13	39	23	46	40
56	35	21	40	77	38	46	43	20	24	6	40	9	29	28	10	13	6	64	30	37	45	57	40	35	48
59	33	24	41	65	14	11	4	18	19	4	48	20	28	34	64	54	2	35	51	7	49	4	38	41	30
64	51	4	35	33	34	33	49	29	38	12	56	29	24	51	77	59	39	71	32	51	61	22	81	31	23
67	33	48	48	21	42	18	14	28	44	2	63	16	24	60	66	14	14	45	74	3	63	2	10	31	12
79	51	1	59	39	49	50	49	55	35	46	54	11	44	17	79	6	19	29	73	32	55	4	1	46	41
93	42	30	59	62	51	43	54	52	45	21	55	11	35	49	73	54	3	54	87	24	74	26	56	50	45
10																									
4	10	71	2	26	26	18	29	19	6	38	14	49	19	7	2	14	56	79	4	61	6	44	11	1	55
